REGIAO|NOME_REGIAO|SIGLA_UF|NOME_UF|COD_IBGE|NOME_MUNICIPIO|LAT|LNG|POP_IBGE_2013|CAPITAL|POP_IBGE_2022|Cod_Mesorregiao|Nome_Mesorregiao|Cod_Microrregiao|Nome_Microrregiao
SE|Sudeste|RJ|Rio de Janeiro|3302270|Japeri|-22.64481857|-43.6537858|98393|0|96595|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3302304|Laje do Muriaé|-21.20572084|-42.13117442|7385|0|6767|01|Noroeste Fluminense|001|Itaperuna
SE|Sudeste|RJ|Rio de Janeiro|3302403|Macaé|-22.36870497|-41.77506429|224442|0|262692|02|Norte Fluminense|004|Macaé
SE|Sudeste|RJ|Rio de Janeiro|3302452|Macuco|-21.99022951|-42.25707388|5360|0|5446|03|Centro Fluminense|006|Cantagalo-Cordeiro
SE|Sudeste|RJ|Rio de Janeiro|3302502|Magé|-22.65434876|-43.04024613|232419|0|248208|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3302601|Mangaratiba|-22.96171194|-44.04112655|39210|0|38953|06|Metropolitana do Rio de Janeiro|017|Itaguaí
SE|Sudeste|RJ|Rio de Janeiro|3302700|Maricá|-22.91695534|-42.81982411|139552|0|223938|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3302809|Mendes|-22.5174226|-43.72148689|18072|0|17461|06|Metropolitana do Rio de Janeiro|014|Vassouras
SE|Sudeste|RJ|Rio de Janeiro|3302858|Mesquita|-22.76808792|-43.42922376|170185|0|168849|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3302908|Miguel Pereira|-22.45542661|-43.47467612|24815|0|26301|06|Metropolitana do Rio de Janeiro|014|Vassouras
SE|Sudeste|RJ|Rio de Janeiro|3303005|Miracema|-21.4111633|-42.19841141|26786|0|26644|01|Noroeste Fluminense|002|Santo Antônio de Pádua
SE|Sudeste|RJ|Rio de Janeiro|3303104|Natividade|-21.04375699|-41.97644031|15069|0|14938|01|Noroeste Fluminense|001|Itaperuna
SE|Sudeste|RJ|Rio de Janeiro|3303203|Nilópolis|-22.80751422|-43.41660998|158288|0|150281|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3303302|Niterói|-22.89645239|-43.07582317|494200|0|523664|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3303401|Nova Friburgo|-22.28646146|-42.53277126|184122|0|204625|03|Centro Fluminense|007|Nova Friburgo
SE|Sudeste|RJ|Rio de Janeiro|3303500|Nova Iguaçu|-22.75983483|-43.45034533|804815|0|819134|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3303609|Paracambi|-22.60972716|-43.70938456|48705|0|41146|06|Metropolitana do Rio de Janeiro|014|Vassouras
SE|Sudeste|RJ|Rio de Janeiro|3303708|Paraíba do Sul|-22.16198154|-43.28954446|41955|0|41786|03|Centro Fluminense|005|Três Rios
SE|Sudeste|RJ|Rio de Janeiro|3303807|Paraty|-23.21941361|-44.7108585|39434|0|50592|05|Sul Fluminense|013|Baía da Ilha Grande
SE|Sudeste|RJ|Rio de Janeiro|3303856|Paty do Alferes|-22.42741463|-43.42487092|26696|0|29390|06|Metropolitana do Rio de Janeiro|014|Vassouras
SE|Sudeste|RJ|Rio de Janeiro|3303906|Petrópolis|-22.51059861|-43.17733658|297888|0|304758|06|Metropolitana do Rio de Janeiro|015|Serrana
SE|Sudeste|RJ|Rio de Janeiro|3303955|Pinheiral|-22.51567399|-44.00035456|23488|0|24553|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304003|Piraí|-22.62875691|-43.89935119|27311|0|27996|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304102|Porciúncula|-20.96260763|-42.04015636|18188|0|16958|01|Noroeste Fluminense|001|Itaperuna
SE|Sudeste|RJ|Rio de Janeiro|3304110|Porto Real|-22.43294842|-44.29690073|17663|0|20375|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304128|Quatis|-22.40991866|-44.2627113|13283|0|12646|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304144|Queimados|-22.71743049|-43.55566955|141753|0|139194|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3304151|Quissamã|-22.10664017|-41.4725094|21806|0|21749|02|Norte Fluminense|004|Macaé
SE|Sudeste|RJ|Rio de Janeiro|3304201|Resende|-22.47118359|-44.44361342|123385|0|128460|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304300|Rio Bonito|-22.7112715|-42.62599784|56942|0|55068|06|Metropolitana do Rio de Janeiro|016|Macacu-Caceribu
SE|Sudeste|RJ|Rio de Janeiro|3304409|Rio Claro|-22.73172683|-44.13940564|17709|0|18544|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|RJ|Rio de Janeiro|3304508|Rio das Flores|-22.17186224|-43.57643295|8783|0|9387|05|Sul Fluminense|012|Barra do Piraí
SE|Sudeste|RJ|Rio de Janeiro|3304524|Rio das Ostras|-22.52394119|-41.93696713|122196|0|149562|04|Baixadas|009|Bacia de São João
SE|Sudeste|RJ|Rio de Janeiro|3304557|Rio de Janeiro|-22.87665212|-43.22787512|6429923|1|6625849|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3304607|Santa Maria Madalena|-21.96609447|-42.01444499|10282|0|9704|03|Centro Fluminense|008|Santa Maria Madalena
SE|Sudeste|RJ|Rio de Janeiro|3304706|Santo Antônio de Pádua|-21.53597712|-42.17791156|41035|0|40870|01|Noroeste Fluminense|002|Santo Antônio de Pádua
SE|Sudeste|RJ|Rio de Janeiro|3304755|São Francisco de Itabapoana|-21.48013813|-41.11771973|41397|0|44939|02|Norte Fluminense|003|Campos dos Goytacazes
SE|Sudeste|RJ|Rio de Janeiro|3304805|São Fidélis|-21.64362655|-41.75559231|37717|0|38711|02|Norte Fluminense|003|Campos dos Goytacazes
SE|Sudeste|RJ|Rio de Janeiro|3304904|São Gonçalo|-22.82954731|-43.03233506|1025507|0|929446|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3305000|São João da Barra|-21.64045775|-41.05034815|33951|0|36518|02|Norte Fluminense|003|Campos dos Goytacazes
SE|Sudeste|RJ|Rio de Janeiro|3305109|São João de Meriti|-22.80233081|-43.3718846|460799|0|393773|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3305133|São José de Ubá|-21.36022111|-41.94123194|7143|0|7070|01|Noroeste Fluminense|002|Santo Antônio de Pádua
SE|Sudeste|RJ|Rio de Janeiro|3305158|São José do Vale do Rio Preto|-22.14973951|-42.9233683|20704|0|22125|06|Metropolitana do Rio de Janeiro|015|Serrana
SE|Sudeste|RJ|Rio de Janeiro|3305208|São Pedro da Aldeia|-22.83720319|-42.10352867|93659|0|102290|04|Baixadas|010|Lagos
SE|Sudeste|RJ|Rio de Janeiro|3305307|São Sebastião do Alto|-21.95446341|-42.13021968|9012|0|7707|03|Centro Fluminense|008|Santa Maria Madalena
SE|Sudeste|RJ|Rio de Janeiro|3305406|Sapucaia|-21.99395587|-42.91417536|17610|0|18585|03|Centro Fluminense|005|Três Rios
SE|Sudeste|RJ|Rio de Janeiro|3305505|Saquarema|-22.93112742|-42.49669405|79421|0|88755|04|Baixadas|010|Lagos
SE|Sudeste|RJ|Rio de Janeiro|3305554|Seropédica|-22.74301107|-43.70192522|81260|0|85359|06|Metropolitana do Rio de Janeiro|017|Itaguaí
SE|Sudeste|RJ|Rio de Janeiro|3305604|Silva Jardim|-22.6543302|-42.38982593|21366|0|21509|04|Baixadas|009|Bacia de São João
SE|Sudeste|RJ|Rio de Janeiro|3305703|Sumidouro|-22.05066941|-42.67862558|15070|0|18286|03|Centro Fluminense|007|Nova Friburgo
SE|Sudeste|RJ|Rio de Janeiro|3305752|Tanguá|-22.73393743|-42.72117195|31844|0|31169|06|Metropolitana do Rio de Janeiro|018|Rio de Janeiro
SE|Sudeste|RJ|Rio de Janeiro|3305802|Teresópolis|-22.40900495|-42.96295671|169849|0|189036|06|Metropolitana do Rio de Janeiro|015|Serrana
SE|Sudeste|RJ|Rio de Janeiro|3305901|Trajano de Moraes|-22.0613797|-42.05481525|10347|0|10303|03|Centro Fluminense|008|Santa Maria Madalena
SE|Sudeste|RJ|Rio de Janeiro|3306008|Três Rios|-22.117448|-43.21160944|78723|0|76789|03|Centro Fluminense|005|Três Rios
SE|Sudeste|RJ|Rio de Janeiro|3306107|Valença|-22.24471943|-43.70484368|73154|0|72264|05|Sul Fluminense|012|Barra do Piraí
SE|Sudeste|RJ|Rio de Janeiro|3306156|Varre-Sai|-20.92929766|-41.86329539|9861|0|10209|01|Noroeste Fluminense|001|Itaperuna
SE|Sudeste|RJ|Rio de Janeiro|3306206|Vassouras|-22.40900757|-43.66387402|35112|0|38081|06|Metropolitana do Rio de Janeiro|014|Vassouras
SE|Sudeste|RJ|Rio de Janeiro|3306305|Volta Redonda|-22.5099676|-44.09352188|261522|0|270543|05|Sul Fluminense|011|Vale do Paraíba Fluminense
SE|Sudeste|SP|São Paulo|3500105|Adamantina|-21.68831148|-51.07336475|34953|0|34357|08|Presidente Prudente|035|Adamantina
SE|Sudeste|SP|São Paulo|3500204|Adolfo|-21.23272978|-49.64972143|3639|0|4339|01|São José do Rio Preto|004|São José do Rio Preto
SE|Sudeste|SP|São Paulo|3500303|Aguaí|-22.059684|-46.97969311|34188|0|31561|07|Campinas|029|Pirassununga
SE|Sudeste|SP|São Paulo|3500402|Águas da Prata|-21.934829|-46.71676671|7942|0|7075|07|Campinas|030|São João da Boa Vista
SE|Sudeste|SP|São Paulo|3500501|Águas de Lindóia|-22.47382204|-46.63177884|18108|0|18859|07|Campinas|033|Amparo
SE|Sudeste|SP|São Paulo|3500550|Águas de Santa Bárbara|-22.86914941|-49.23860777|5876|0|7118|04|Bauru|022|Avaré
SE|Sudeste|SP|São Paulo|3500600|Águas de São Pedro|-22.59733955|-47.88397474|3004|0|3097|06|Piracicaba|028|Piracicaba
SE|Sudeste|SP|São Paulo|3500709|Agudos|-22.474037|-48.99015629|36150|0|37525|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3500758|Alambari|-23.55389889|-47.89358839|5356|0|6086|11|Itapetininga|042|Itapetininga
SE|Sudeste|SP|São Paulo|3500808|Alfredo Marcondes|-21.95274112|-51.41293807|4064|0|4458|08|Presidente Prudente|036|Presidente Prudente
SE|Sudeste|SP|São Paulo|3500907|Altair|-20.52330488|-49.06011075|4010|0|3383|01|São José do Rio Preto|004|São José do Rio Preto
SE|Sudeste|SP|São Paulo|3501004|Altinópolis|-21.02458264|-47.37328029|16137|0|16845|02|Ribeirão Preto|015|Batatais
SE|Sudeste|SP|São Paulo|3501103|Alto Alegre|-21.58168946|-50.1635968|4193|0|3837|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3501152|Alumínio|-23.53337305|-47.25905692|17784|0|17170|12|Macro Metropolitana Paulista|046|Sorocaba
SE|Sudeste|SP|São Paulo|3501202|Álvares Florence|-20.31987625|-49.91118481|3915|0|3881|01|São José do Rio Preto|003|Votuporanga
SE|Sudeste|SP|São Paulo|3501301|Álvares Machado|-22.077779|-51.46879727|24482|0|27361|08|Presidente Prudente|036|Presidente Prudente
SE|Sudeste|SP|São Paulo|3501400|Álvaro de Carvalho|-22.07637463|-49.72060902|4937|0|4716|09|Marília|038|Marília
SE|Sudeste|SP|São Paulo|3501509|Alvinlândia|-22.44501015|-49.76303303|3137|0|2893|09|Marília|038|Marília
SE|Sudeste|SP|São Paulo|3501608|Americana|-22.7408835|-47.33036293|224551|0|243674|07|Campinas|032|Campinas
SE|Sudeste|SP|São Paulo|3501707|Américo Brasiliense|-21.7300365|-48.10660456|37165|0|31996|05|Araraquara|024|Araraquara
SE|Sudeste|SP|São Paulo|3501806|Américo de Campos|-20.29640194|-49.72702684|5916|0|5790|01|São José do Rio Preto|003|Votuporanga
SE|Sudeste|SP|São Paulo|3501905|Amparo|-22.69938863|-46.76508569|69322|0|69952|07|Campinas|033|Amparo
SE|Sudeste|SP|São Paulo|3502002|Analândia|-22.1287855|-47.66076642|4612|0|4577|05|Araraquara|025|São Carlos
SE|Sudeste|SP|São Paulo|3502101|Andradina|-20.90146352|-51.37884779|57145|0|59464|03|Araçatuba|016|Andradina
SE|Sudeste|SP|São Paulo|3502200|Angatuba|-23.483987|-48.40675962|23666|0|23928|11|Itapetininga|042|Itapetininga
SE|Sudeste|SP|São Paulo|3502309|Anhembi|-22.78632094|-48.12692683|6120|0|5659|04|Bauru|023|Botucatu
SE|Sudeste|SP|São Paulo|3502408|Anhumas|-22.29323718|-51.38607442|3941|0|4005|08|Presidente Prudente|036|Presidente Prudente
SE|Sudeste|SP|São Paulo|3502507|Aparecida|-22.848154|-45.22942934|36151|0|32927|13|Vale do Paraíba Paulista|051|Guaratinguetá
SE|Sudeste|SP|São Paulo|3502606|Aparecida d'Oeste|-20.45084537|-50.88561571|4468|0|4030|01|São José do Rio Preto|001|Jales
SE|Sudeste|SP|São Paulo|3502705|Apiaí|-24.513316|-48.8486599|25491|0|24978|11|Itapetininga|044|Capão Bonito
SE|Sudeste|SP|São Paulo|3502754|Araçariguama|-23.43004085|-47.07154764|19144|0|22673|12|Macro Metropolitana Paulista|046|Sorocaba
SE|Sudeste|SP|São Paulo|3502804|Araçatuba|-21.205476|-50.43922607|190536|0|213929|03|Araçatuba|017|Araçatuba
SE|Sudeste|SP|São Paulo|3502903|Araçoiaba da Serra|-23.5073198|-47.58724294|30088|0|32922|12|Macro Metropolitana Paulista|046|Sorocaba
SE|Sudeste|SP|São Paulo|3503000|Aramina|-20.08994421|-47.78601304|5416|0|5419|02|Ribeirão Preto|011|Ituverava
SE|Sudeste|SP|São Paulo|3503109|Arandu|-23.13340712|-49.05097587|6334|0|6654|04|Bauru|022|Avaré
SE|Sudeste|SP|São Paulo|3503158|Arapeí|-22.67479872|-44.44810656|2541|0|2469|13|Vale do Paraíba Paulista|052|Bananal
SE|Sudeste|SP|São Paulo|3503208|Araraquara|-21.7903595|-48.17443994|222036|0|250304|05|Araraquara|024|Araraquara
SE|Sudeste|SP|São Paulo|3503307|Araras|-22.35708652|-47.38582953|126391|0|131300|06|Piracicaba|027|Limeira
SE|Sudeste|SP|São Paulo|3503356|Arco-Íris|-21.77391403|-50.46491087|1925|0|2044|09|Marília|037|Tupã
SE|Sudeste|SP|São Paulo|3503406|Arealva|-22.0247675|-48.9204148|8245|0|8079|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3503505|Areias|-22.58219389|-44.69943201|3839|0|3616|13|Vale do Paraíba Paulista|052|Bananal
SE|Sudeste|SP|São Paulo|3503604|Areiópolis|-22.67394045|-48.66559456|10989|0|9805|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3503703|Ariranha|-21.18612744|-48.78833656|9095|0|7595|01|São José do Rio Preto|005|Catanduva
SE|Sudeste|SP|São Paulo|3503802|Artur Nogueira|-22.57134301|-47.16430115|48420|0|55352|07|Campinas|031|Mogi Mirim
SE|Sudeste|SP|São Paulo|3503901|Arujá|-23.39582674|-46.3204896|81326|0|97595|15|Metropolitana de São Paulo|059|Guarulhos
SE|Sudeste|SP|São Paulo|3503950|Aspásia|-20.15818999|-50.72696267|1854|0|1860|01|São José do Rio Preto|001|Jales
SE|Sudeste|SP|São Paulo|3504008|Assis|-22.66283502|-50.41751004|100204|0|100447|10|Assis|039|Assis
SE|Sudeste|SP|São Paulo|3504107|Atibaia|-23.116308|-46.5550625|134567|0|171672|12|Macro Metropolitana Paulista|048|Bragança Paulista
SE|Sudeste|SP|São Paulo|3504206|Auriflama|-20.6873349|-50.55395933|14831|0|13432|01|São José do Rio Preto|006|Auriflama
SE|Sudeste|SP|São Paulo|3504305|Avaí|-22.15677212|-49.33681504|5210|0|4553|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3504404|Avanhandava|-21.46087056|-49.9426973|12307|0|11257|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3504503|Avaré|-23.1031935|-48.92326319|87238|0|92659|04|Bauru|022|Avaré
SE|Sudeste|SP|São Paulo|3504602|Bady Bassitt|-20.91856378|-49.44857371|15851|0|26991|01|São José do Rio Preto|004|São José do Rio Preto
SE|Sudeste|SP|São Paulo|3504701|Balbinos|-21.90152378|-49.3564735|4433|0|3886|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3504800|Bálsamo|-20.73826378|-49.57932769|8631|0|9598|01|São José do Rio Preto|004|São José do Rio Preto
SE|Sudeste|SP|São Paulo|3504909|Bananal|-22.682616|-44.32333013|10680|0|9690|13|Vale do Paraíba Paulista|052|Bananal
SE|Sudeste|SP|São Paulo|3505005|Barão de Antonina|-23.62711052|-49.5660639|3297|0|3533|11|Itapetininga|041|Itapeva
SE|Sudeste|SP|São Paulo|3505104|Barbosa|-21.25902592|-49.95398852|6998|0|5623|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3505203|Bariri|-22.071978|-48.74152477|33466|0|31584|04|Bauru|021|Jaú
SE|Sudeste|SP|São Paulo|3505302|Barra Bonita|-22.4911455|-48.56322923|36310|0|34430|04|Bauru|021|Jaú
SE|Sudeste|SP|São Paulo|3505351|Barra do Chapéu|-24.471426|-49.02713914|5514|0|5135|11|Itapetininga|044|Capão Bonito
SE|Sudeste|SP|São Paulo|3505401|Barra do Turvo|-24.75938666|-48.50234345|7878|0|7318|14|Litoral Sul Paulista|055|Registro
SE|Sudeste|SP|São Paulo|3505500|Barretos|-20.55845552|-48.56737784|117779|0|119427|02|Ribeirão Preto|009|Barretos
SE|Sudeste|SP|São Paulo|3505609|Barrinha|-21.1917435|-48.16281352|30506|0|32465|02|Ribeirão Preto|014|Ribeirão Preto
SE|Sudeste|SP|São Paulo|3505708|Barueri|-23.508902|-46.87465289|256756|0|342613|15|Metropolitana de São Paulo|057|Osasco
SE|Sudeste|SP|São Paulo|3505807|Bastos|-21.92103747|-50.73487086|21061|0|21516|09|Marília|037|Tupã
SE|Sudeste|SP|São Paulo|3505906|Batatais|-20.8919295|-47.58610673|59654|0|59342|02|Ribeirão Preto|015|Batatais
SE|Sudeste|SP|São Paulo|3506003|Bauru|-22.3251225|-49.08300087|362062|0|388686|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3506102|Bebedouro|-20.94981552|-48.47736217|77487|0|75709|02|Ribeirão Preto|013|Jaboticabal
SE|Sudeste|SP|São Paulo|3506201|Bento de Abreu|-21.26910802|-50.81185221|2831|0|2606|03|Araçatuba|017|Araçatuba
SE|Sudeste|SP|São Paulo|3506300|Bernardino de Campos|-23.013553|-49.47404348|11133|0|11623|10|Assis|040|Ourinhos
SE|Sudeste|SP|São Paulo|3506359|Bertioga|-23.8540145|-46.13653834|53679|0|64018|15|Metropolitana de São Paulo|063|Santos
SE|Sudeste|SP|São Paulo|3506409|Bilac|-21.40257114|-50.48111048|7519|0|7310|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3506508|Birigui|-21.29239229|-50.33932852|115898|0|118365|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3506607|Biritiba-Mirim|-23.57103339|-46.04121222|30492|0|30195|15|Metropolitana de São Paulo|062|Mogi das Cruzes
SE|Sudeste|SP|São Paulo|3506706|Boa Esperança do Sul|-21.99248416|-48.39059691|14356|0|12722|05|Araraquara|024|Araraquara
SE|Sudeste|SP|São Paulo|3506805|Bocaina|-22.13392255|-48.52049362|11568|0|11265|04|Bauru|021|Jaú
SE|Sudeste|SP|São Paulo|3506904|Bofete|-23.10252|-48.26003306|10504|0|9943|04|Bauru|023|Botucatu
SE|Sudeste|SP|São Paulo|3507001|Boituva|-23.281944|-47.6714735|53431|0|64799|11|Itapetininga|043|Tatuí
SE|Sudeste|SP|São Paulo|3507100|Bom Jesus dos Perdões|-23.13083743|-46.46649284|21976|0|24365|12|Macro Metropolitana Paulista|048|Bragança Paulista
SE|Sudeste|SP|São Paulo|3507159|Bom Sucesso de Itararé|-24.31826284|-49.14376192|3772|0|3585|11|Itapetininga|041|Itapeva
SE|Sudeste|SP|São Paulo|3507209|Borá|-22.27011711|-50.544881|834|0|877|10|Assis|039|Assis
SE|Sudeste|SP|São Paulo|3507308|Boracéia|-22.19320565|-48.77921828|4540|0|4720|04|Bauru|021|Jaú
SE|Sudeste|SP|São Paulo|3507407|Borborema|-21.62153799|-49.07264025|15335|0|13366|05|Araraquara|024|Araraquara
SE|Sudeste|SP|São Paulo|3507456|Borebi|-22.56783312|-48.97159584|2458|0|2722|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3507506|Botucatu|-22.8883815|-48.44128938|136269|0|145272|04|Bauru|023|Botucatu
SE|Sudeste|SP|São Paulo|3507605|Bragança Paulista|-22.9568955|-46.54233337|156995|0|181556|12|Macro Metropolitana Paulista|048|Bragança Paulista
SE|Sudeste|SP|São Paulo|3507704|Braúna|-21.50102121|-50.31816561|5345|0|5358|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3507753|Brejo Alegre|-21.1661285|-50.18725851|2723|0|2561|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3507803|Brodowski|-20.99014038|-47.65639796|22797|0|25334|02|Ribeirão Preto|014|Ribeirão Preto
SE|Sudeste|SP|São Paulo|3507902|Brotas|-22.28651699|-48.12683332|22959|0|23751|06|Piracicaba|026|Rio Claro
SE|Sudeste|SP|São Paulo|3508009|Buri|-23.79938142|-48.59741497|19395|0|20038|11|Itapetininga|041|Itapeva
SE|Sudeste|SP|São Paulo|3508108|Buritama|-21.06703957|-50.14928125|16312|0|17203|03|Araçatuba|018|Birigui
SE|Sudeste|SP|São Paulo|3508207|Buritizal|-20.19314822|-47.70886004|4279|0|4253|02|Ribeirão Preto|011|Ituverava
SE|Sudeste|SP|São Paulo|3508306|Cabrália Paulista|-22.45508696|-49.33244683|4430|0|4299|04|Bauru|020|Bauru
SE|Sudeste|SP|São Paulo|3508405|Cabreúva|-23.31267439|-47.13365837|45112|0|45941|12|Macro Metropolitana Paulista|046|Sorocaba
SE|Sudeste|SP|São Paulo|3508504|Caçapava|-23.10066375|-45.70773037|89668|0|96530|13|Vale do Paraíba Paulista|050|São José dos Campos
SE|Sudeste|SP|São Paulo|3508603|Cachoeira Paulista|-22.66475438|-45.01063041|31791|0|32390|13|Vale do Paraíba Paulista|051|Guaratinguetá
SE|Sudeste|SP|São Paulo|3508702|Caconde|-21.52873804|-46.64683488|18926|0|16947|07|Campinas|030|São João da Boa Vista
SE|Sudeste|SP|São Paulo|3508801|Cafelândia|-21.80970529|-49.60035441|17346|0|16478|04|Bauru|019|Lins
SE|Sudeste|SP|São Paulo|3508900|Caiabu|-22.01232526|-51.23595314|4201|0|3712|08|Presidente Prudente|036|Presidente Prudente
SE|Sudeste|SP|São Paulo|3509007|Caieiras|-23.36211605|-46.74410142|93215|0|98600|15|Metropolitana de São Paulo|058|Franco da Rocha
SE|Sudeste|SP|São Paulo|3509106|Caiuá|-21.82991027|-51.9868927|5418|0|5437|08|Presidente Prudente|036|Presidente Prudente
SE|Sudeste|SP|São Paulo|3509205|Cajamar|-23.36097138|-46.88292015|69584|0|101500|15|Metropolitana de São Paulo|057|Osasco
SE|Sudeste|SP|São Paulo|3509254|Cajati|-24.72636097|-48.10499981|29059|0|28834|14|Litoral Sul Paulista|055|Registro
SE|Sudeste|SP|São Paulo|3509304|Cajobi|-20.87909252|-48.81012236|10232|0|9129|01|São José do Rio Preto|005|Catanduva
SE|Sudeste|SP|São Paulo|3509403|Cajuru|-21.2747175|-47.30426612|24783|0|23845|02|Ribeirão Preto|015|Batatais
SE|Sudeste|SP|São Paulo|3509452|Campina do Monte Alegre|-23.58407684|-48.48039902|5836|0|5992|11|Itapetininga|042|Itapetininga
SE|Sudeste|SP|São Paulo|3509502|Campinas|-22.9073425|-47.06015627|1144862|0|1170247|07|Campinas|032|Campinas
SE|Sudeste|SP|São Paulo|3509601|Campo Limpo Paulista|-23.20939643|-46.76381923|79091|0|81355|12|Macro Metropolitana Paulista|047|Jundiaí
SE|Sudeste|SP|São Paulo|3509700|Campos do Jordão|-22.74009191|-45.5892017|50221|0|45177|13|Vale do Paraíba Paulista|049|Campos do Jordão
SE|Sudeste|SP|São Paulo|3509809|Campos Novos Paulista|-22.599749|-50.00179472|4776|0|4837|10|Assis|039|Assis
SE|Sudeste|SP|São Paulo|3509908|Cananéia|-25.01690807|-47.92848281|12598|0|13615|14|Litoral Sul Paulista|055|Registro
SE|Sudeste|SP|São Paulo|3509957|Canas|-22.69066907|-45.05697574|4722|0|4954|13|Vale do Paraíba Paulista|051|Guaratinguetá
SE|Sudeste|SP|São Paulo|3510005|Cândido Mota|-22.7469255|-50.38839317|30993|0|29530|10|Assis|039|Assis
SE|Sudeste|SP|São Paulo|3510104|Cândido Rodrigues|-21.32261358|-48.63403931|2767|0|2907|02|Ribeirão Preto|013|Jaboticabal
SE|Sudeste|SP|São Paulo|3510153|Canitar|-23.00983722|-49.78543195|4737|0|6369|10|Assis|040|Ourinhos
SE|Sudeste|SP|São Paulo|3510203|Capão Bonito|-24.00680097|-48.35143452|47510|0|46215|11|Itapetininga|044|Capão Bonito
SE|Sudeste|SP|São Paulo|3510302|Capela do Alto|-23.46990296|-47.73611844|18933|0|22679|12|Macro Metropolitana Paulista|046|Sorocaba
SE|Sudeste|SP|São Paulo|3510401|Capivari|-22.99954891|-47.50220615|51949|0|50954|06|Piracicaba|028|Piracicaba
SE|Sudeste|SP|São Paulo|3510500|Caraguatatuba|-23.6220065|-45.41081838|109678|0|132558|13|Vale do Paraíba Paulista|054|Caraguatatuba
SE|Sudeste|SP|São Paulo|3510609|Carapicuíba|-23.5352495|-46.84144543|387788|0|406221|15|Metropolitana de São Paulo|057|Osasco
SE|Sudeste|SP|São Paulo|3510708|Cardoso|-20.08099151|-49.9149423|12233|0|11288|01|São José do Rio Preto|003|Votuporanga
SE|Sudeste|SP|São Paulo|3510807|Casa Branca|-21.77798699|-47.0797582|29597|0|28107|07|Campinas|030|São João da Boa Vista
SE|Sudeste|SP|São Paulo|3510906|Cássia dos Coqueiros|-21.28500043|-47.16710588|2657|0|2777|02|Ribeirão Preto|015|Batatais
SE|Sudeste|SP|São Paulo|3511003|Castilho|-20.87202655|-51.48940706|19360|0|19902|03|Araçatuba|016|Andradina
SE|Sudeste|SP|São Paulo|3511102|Catanduva|-21.1395385|-48.97587094|118209|0|114953|01|São José do Rio Preto|005|Catanduva
SE|Sudeste|SP|São Paulo|3511201|Catiguá|-21.04858|-49.05774215|7502|0|7004|01|São José do Rio Preto|005|Catanduva
SE|Sudeste|SP|São Paulo|3511300|Cedral|-20.90423192|-49.27284155|8553|0|11922|01|São José do Rio Preto|004|São José do Rio Preto
SE|Sudeste|SP|São Paulo|3511409|Cerqueira César|-23.0347975|-49.16533017|18703|0|21440|04|Bauru|022|Avaré
